id_empregado;primeiroNome;nomeMeio;ultimoNome;NameStyle;dataNascimento;Email;Telefone;Sexo;Departamento
181;Terrence                                          ;W                                                 ;Earls                                             ;N;1984/07/08 00:00:00.000;terrence0@adventure-works.com                     ;110-555-0115             ;M;Production                                        
182;Barbara                                           ;C                                                 ;Moreland                                          ;N;1975/08/04 00:00:00.000;barbara1@adventure-works.com                      ;822-555-0145             ;F;Finance                                           
183;Chad                                              ;W                                                 ;Niswonger                                         ;N;1990/03/04 00:00:00.000;chad0@adventure-works.com                         ;559-555-0175             ;M;Production                                        
184;Rostislav                                         ;E                                                 ;Shabalin                                          ;N;1977/04/13 00:00:00.000;rostislav0@adventure-works.com                    ;751-555-0134             ;M;Production                                        
185;Belinda                                           ;M                                                 ;Newman                                            ;N;1974/10/15 00:00:00.000;belinda0@adventure-works.com                      ;319-555-0126             ;F;Production                                        
186;Katie                                             ;L                                                 ;McAskill-White                                    ;N;1984/06/18 00:00:00.000;katie0@adventure-works.com                        ;809-555-0133             ;F;Production                                        
187;Russell                                           ;M                                                 ;King                                              ;N;1981/09/11 00:00:00.000;russell1@adventure-works.com                      ;517-555-0122             ;M;Production                                        
188;Jack                                              ;S                                                 ;Richins                                           ;N;1983/01/20 00:00:00.000;jack0@adventure-works.com                         ;552-555-0111             ;M;Production                                        
189;Andrew                                            ;R                                                 ;Hill                                              ;N;1988/04/06 00:00:00.000;andrew0@adventure-works.com                       ;908-555-0159             ;M;Production                                        
190;Nicole                                            ;B                                                 ;Holliday                                          ;N;1985/11/07 00:00:00.000;nicole0@adventure-works.com                       ;508-555-0129             ;F;Production                                        
191;Frank                                             ;T                                                 ;Miller                                            ;N;1971/02/21 00:00:00.000;frank1@adventure-works.com                        ;167-555-0139             ;M;Production                                        
192;Peter                                             ;I                                                 ;Connelly                                          ;N;1979/12/27 00:00:00.000;peter1@adventure-works.com                        ;310-555-0133             ;M;Information Services                              
193;Anibal                                            ;T                                                 ;Sousa                                             ;N;1974/04/05 00:00:00.000;anibal0@adventure-works.com                       ;106-555-0120             ;F;Production                                        
194;Ken                                               ;L                                                 ;Myer                                              ;N;1980/12/26 00:00:00.000;ken1@adventure-works.com                          ;949-555-0174             ;M;Production                                        
195;Grant                                             ;N                                                 ;Culbertson                                        ;N;1975/11/15 00:00:00.000;grant0@adventure-works.com                        ;955-555-0131             ;M;Human Resources                                   
196;Michael                                           ;T                                                 ;Entin                                             ;N;1989/01/13 00:00:00.000;michael4@adventure-works.com                      ;817-555-0186             ;M;Production                                        
197;Lionel                                            ;C                                                 ;Penuchot                                          ;N;1987/10/13 00:00:00.000;lionel0@adventure-works.com                       ;450-555-0152             ;M;Production                                        
198;Thomas                                            ;R                                                 ;Michaels                                          ;N;1985/08/10 00:00:00.000;thomas0@adventure-works.com                       ;278-555-0118             ;M;Production                                        
199;Jimmy                                             ;T                                                 ;Bischoff                                          ;N;1990/06/01 00:00:00.000;jimmy0@adventure-works.com                        ;927-555-0168             ;M;Shipping and Receiving                            
200;Michael                                           ;T                                                 ;Vanderhyde                                        ;N;1982/04/18 00:00:00.000;michael5@adventure-works.com                      ;296-555-0121             ;M;Production                                        
201;Lori                                              ;A                                                 ;Kane                                              ;N;1980/02/16 00:00:00.000;lori0@adventure-works.com                         ;289-555-0196             ;F;Production                                        
202;Arvind                                            ;B                                                 ;Rao                                               ;N;1974/03/21 00:00:00.000;arvind0@adventure-works.com                       ;848-555-0163             ;M;Purchasing                                        
203;Stefen                                            ;A                                                 ;Hesse                                             ;N;1975/07/21 00:00:00.000;stefen0@adventure-works.com                       ;165-555-0113             ;M;Production                                        
204;Hazem                                             ;E                                                 ;Abolrous                                          ;N;1977/05/26 00:00:00.000;hazem0@adventure-works.com                        ;869-555-0125             ;M;Quality Assurance                                 
205;Janet                                             ;L                                                 ;Sheperdigian                                      ;N;1978/10/07 00:00:00.000;janet0@adventure-works.com                        ;393-555-0186             ;F;Finance                                           
206;Elizabeth                                         ;I                                                 ;Keyser                                            ;N;1989/08/25 00:00:00.000;elizabeth0@adventure-works.com                    ;318-555-0137             ;F;Production                                        
207;Terry                                             ;J                                                 ;Eminhizer                                         ;N;1985/09/04 00:00:00.000;terry0@adventure-works.com                        ;138-555-0118             ;M;Marketing                                         
208;John                                              ;N                                                 ;Frum                                              ;N;1981/10/22 00:00:00.000;john3@adventure-works.com                         ;663-555-0172             ;M;Production                                        
209;Merav                                             ;A                                                 ;Netz                                              ;N;1982/12/11 00:00:00.000;merav0@adventure-works.com                        ;224-555-0187             ;F;Production                                        
210;Brian                                             ;P                                                 ;LaMee                                             ;N;1984/03/11 00:00:00.000;brian1@adventure-works.com                        ;313-555-0196             ;M;Production Control                                
211;Kitti                                             ;H                                                 ;Lertpiriyasuwat                                   ;N;1987/01/04 00:00:00.000;kitti0@adventure-works.com                        ;785-555-0132             ;F;Production                                        
212;Jay                                               ;G                                                 ;Adams                                             ;N;1975/09/11 00:00:00.000;jay0@adventure-works.com                          ;407-555-0165             ;M;Production                                        
213;Jan                                               ;S                                                 ;Miksovsky                                         ;N;1974/06/15 00:00:00.000;jan0@adventure-works.com                          ;139-555-0131             ;M;Production                                        
214;Brenda                                            ;M                                                 ;Diaz                                              ;N;1982/09/28 00:00:00.000;brenda0@adventure-works.com                       ;142-555-0139             ;F;Production                                        
215;Andrew                                            ;M                                                 ;Cencini                                           ;N;1988/04/24 00:00:00.000;andrew1@adventure-works.com                       ;207-555-0192             ;M;Production                                        
216;Chris                                             ;K                                                 ;Norred                                            ;N;1986/12/24 00:00:00.000;chris1@adventure-works.com                        ;575-555-0126             ;M;Document Control                                  
217;Chris                                             ;O                                                 ;Okelberry                                         ;N;1986/03/07 00:00:00.000;chris2@adventure-works.com                        ;315-555-0144             ;M;Production                                        
218;Shelley                                           ;N                                                 ;Dyck                                              ;N;1986/07/08 00:00:00.000;shelley0@adventure-works.com                      ;991-555-0184             ;F;Production                                        
219;Gabe                                              ;B                                                 ;Mares                                             ;N;1987/12/09 00:00:00.000;gabe0@adventure-works.com                         ;310-555-0117             ;M;Production                                        
220;Mike                                              ;K                                                 ;Seamans                                           ;N;1979/01/29 00:00:00.000;mike0@adventure-works.com                         ;927-555-0150             ;M;Finance                                           
221;Michael                                           ;                                                  ;Raheem                                            ;N;1984/06/30 00:00:00.000;michael6@adventure-works.com                      ;330-555-2568             ;M;Research and Development                          
222;Gary                                              ;E.                                                ;Altman                                            ;N;1970/09/18 00:00:00.000;gary1@adventure-works.com                         ;110-555-0112             ;M;Facilities and Maintenance                        
223;Charles                                           ;B                                                 ;Fitzgerald                                        ;N;1971/04/02 00:00:00.000;charles0@adventure-works.com                      ;931-555-0118             ;M;Production                                        
224;Ebru                                              ;N                                                 ;Ersan                                             ;N;1986/04/22 00:00:00.000;ebru0@adventure-works.com                         ;202-555-0187             ;M;Production                                        
225;Sylvester                                         ;A                                                 ;Valdez                                            ;N;1970/06/12 00:00:00.000;sylvester0@adventure-works.com                    ;492-555-0174             ;M;Production                                        
226;Brian                                             ;Richard                                           ;Goldstein                                         ;N;1970/07/23 00:00:00.000;brian2@adventure-works.com                        ;730-555-0117             ;M;Production                                        
227;Linda                                             ;P                                                 ;Meisner                                           ;N;1970/06/30 00:00:00.000;linda2@adventure-works.com                        ;916-555-0165             ;F;Purchasing                                        
228;Betsy                                             ;A                                                 ;Stadick                                           ;N;1942/07/17 00:00:00.000;betsy0@adventure-works.com                        ;405-555-0171             ;F;Production                                        
229;Magnus                                            ;E                                                 ;Hedlund                                           ;N;1971/03/27 00:00:00.000;magnus0@adventure-works.com                       ;583-555-0182             ;M;Facilities and Maintenance                        
230;Karan                                             ;R                                                 ;Khanna                                            ;N;1969/10/05 00:00:00.000;karan0@adventure-works.com                        ;447-555-0186             ;M;Production                                        
231;Mary                                              ;R                                                 ;Baker                                             ;N;1986/04/19 00:00:00.000;mary1@adventure-works.com                         ;283-555-0185             ;F;Production                                        
232;Kevin                                             ;M                                                 ;Homer                                             ;N;1986/04/19 00:00:00.000;kevin2@adventure-works.com                        ;555-555-0113             ;M;Production                                        
233;Mihail                                            ;U                                                 ;Frintu                                            ;N;1970/10/07 00:00:00.000;mihail0@adventure-works.com                       ;733-555-0128             ;M;Production                                        
234;Bonnie                                            ;N                                                 ;Kearney                                           ;N;1986/04/10 00:00:00.000;bonnie0@adventure-works.com                       ;264-555-0150             ;F;Production                                        
235;Fukiko                                            ;J                                                 ;Ogisu                                             ;N;1970/06/24 00:00:00.000;fukiko0@adventure-works.com                       ;520-555-0177             ;M;Purchasing                                        
236;Hung-Fu                                           ;T                                                 ;Ting                                              ;N;1971/05/23 00:00:00.000;hung-fu0@adventure-works.com                      ;497-555-0181             ;M;Production                                        
237;Gordon                                            ;L                                                 ;Hee                                               ;N;1942/06/29 00:00:00.000;gordon0@adventure-works.com                       ;230-555-0144             ;M;Purchasing                                        
238;Kimberly                                          ;B                                                 ;Zimmerman                                         ;N;1986/04/13 00:00:00.000;kimberly0@adventure-works.com                     ;123-555-0167             ;F;Production                                        
239;Kim                                               ;B                                                 ;Abercrombie                                       ;N;1942/07/14 00:00:00.000;kim1@adventure-works.com                          ;208-555-0114             ;F;Production                                        
240;Sandeep                                           ;P                                                 ;Kaliyath                                          ;N;1970/07/03 00:00:00.000;sandeep0@adventure-works.com                      ;166-555-0156             ;M;Production                                        
241;Prasanna                                          ;E                                                 ;Samarawickrama                                    ;N;1952/11/28 00:00:00.000;prasanna0@adventure-works.com                     ;129-555-0199             ;M;Production                                        
242;Frank                                             ;S                                                 ;Pellow                                            ;N;1951/12/11 00:00:00.000;frank2@adventure-works.com                        ;163-555-0147             ;M;Purchasing                                        
243;Min                                               ;G                                                 ;Su                                                ;N;1974/04/10 00:00:00.000;min0@adventure-works.com                          ;590-555-0152             ;M;Production                                        
244;Eric                                              ;L                                                 ;Brown                                             ;N;1942/07/08 00:00:00.000;eric1@adventure-works.com                         ;680-555-0118             ;M;Production                                        
245;Eric                                              ;S                                                 ;Kurjan                                            ;N;1972/04/17 00:00:00.000;eric2@adventure-works.com                         ;265-555-0195             ;M;Purchasing                                        
246;Pat                                               ;H                                                 ;Coleman                                           ;N;1970/07/03 00:00:00.000;pat0@adventure-works.com                          ;720-555-0158             ;M;Facilities and Maintenance                        
247;Maciej                                            ;W                                                 ;Dusza                                             ;N;1954/08/30 00:00:00.000;maciej0@adventure-works.com                       ;237-555-0128             ;M;Production                                        
248;Erin                                              ;M                                                 ;Hagens                                            ;N;1970/08/04 00:00:00.000;erin0@adventure-works.com                         ;842-555-0158             ;F;Purchasing                                        
249;Patrick                                           ;C                                                 ;Wedge                                             ;N;1986/04/10 00:00:00.000;patrick0@adventure-works.com                      ;413-555-0124             ;M;Production                                        
250;Frank                                             ;R                                                 ;Martinez                                          ;N;1951/10/01 00:00:00.000;frank3@adventure-works.com                        ;203-555-0196             ;M;Production                                        
251;Ed                                                ;R                                                 ;Dudenhoefer                                       ;N;1971/04/11 00:00:00.000;ed0@adventure-works.com                           ;919-555-0140             ;M;Production                                        
252;Christopher                                       ;E                                                 ;Hill                                              ;N;1986/05/01 00:00:00.000;christopher0@adventure-works.com                  ;153-555-0166             ;M;Production                                        
253;Patrick                                           ;M                                                 ;Cook                                              ;N;1973/07/23 00:00:00.000;patrick1@adventure-works.com                      ;425-555-0117             ;M;Production                                        
254;Krishna                                           ;                                                  ;Sunkammurali                                      ;N;1971/04/05 00:00:00.000;krishna0@adventure-works.com                      ;491-555-0183             ;M;Production                                        
255;Lori                                              ;K                                                 ;Penor                                             ;N;1970/02/28 00:00:00.000;lori1@adventure-works.com                         ;295-555-0161             ;F;Facilities and Maintenance                        
256;Danielle                                          ;C                                                 ;Tiedt                                             ;N;1986/04/07 00:00:00.000;danielle0@adventure-works.com                     ;500-555-0172             ;F;Production                                        
257;Sootha                                            ;T                                                 ;Charncherngkha                                    ;N;1942/07/05 00:00:00.000;sootha0@adventure-works.com                       ;325-555-0137             ;M;Quality Assurance                                 
258;Michael                                           ;J                                                 ;Zwilling                                          ;N;1973/04/05 00:00:00.000;michael7@adventure-works.com                      ;582-555-0148             ;M;Production                                        
259;Randy                                             ;T                                                 ;Reeves                                            ;N;1969/11/26 00:00:00.000;randy0@adventure-works.com                        ;961-555-0122             ;M;Production                                        
260;John                                              ;T                                                 ;Kane                                              ;N;1986/04/28 00:00:00.000;john4@adventure-works.com                         ;254-555-0114             ;M;Production                                        
261;Jack                                              ;T                                                 ;Creasey                                           ;N;1973/03/29 00:00:00.000;jack1@adventure-works.com                         ;521-555-0113             ;M;Production                                        
262;Olinda                                            ;C                                                 ;Turner                                            ;N;1969/11/02 00:00:00.000;olinda0@adventure-works.com                       ;306-555-0186             ;F;Production                                        
263;Stuart                                            ;J                                                 ;Macrae                                            ;N;1971/07/17 00:00:00.000;stuart1@adventure-works.com                       ;539-555-0149             ;M;Facilities and Maintenance                        
264;Jo                                                ;L                                                 ;Berry                                             ;N;1953/11/22 00:00:00.000;jo1@adventure-works.com                           ;228-555-0159             ;F;Facilities and Maintenance                        
265;Ben                                               ;T                                                 ;Miller                                            ;N;1973/01/01 00:00:00.000;ben0@adventure-works.com                          ;151-555-0113             ;M;Purchasing                                        
266;Tom                                               ;M                                                 ;Vande Velde                                       ;N;1986/05/01 00:00:00.000;tom0@adventure-works.com                          ;295-555-0161             ;M;Production                                        
267;Ovidiu                                            ;V                                                 ;Cracium                                           ;N;1977/08/17 00:00:00.000;ovidiu0@adventure-works.com                       ;719-555-0181             ;M;Tool Design                                       
268;Annette                                           ;L                                                 ;Hill                                              ;N;1977/08/29 00:00:00.000;annette0@adventure-works.com                      ;125-555-0196             ;F;Purchasing                                        
269;Janice                                            ;M                                                 ;Galvin                                            ;N;1988/12/26 00:00:00.000;janice0@adventure-works.com                       ;473-555-0117             ;F;Tool Design                                       
270;Reinout                                           ;N                                                 ;Hillmann                                          ;N;1977/08/17 00:00:00.000;reinout0@adventure-works.com                      ;370-555-0163             ;M;Purchasing                                        
271;Michael                                           ;I                                                 ;Sullivan                                          ;N;1979/01/14 00:00:00.000;michael8@adventure-works.com                      ;465-555-0156             ;M;Engineering                                       
272;Stephen                                           ;Y                                                 ;Jiang                                             ;N;1951/05/17 00:00:00.000;stephen0@adventure-works.com                      ;238-555-0197             ;M;Sales                                             
273;Wanida                                            ;M                                                 ;Benshoof                                          ;N;1974/10/15 00:00:00.000;wanida0@adventure-works.com                       ;708-555-0141             ;F;Marketing                                         
274;Sharon                                            ;B                                                 ;Salavaria                                         ;N;1960/11/30 00:00:00.000;sharon0@adventure-works.com                       ;970-555-0138             ;F;Engineering                                       
275;John                                              ;L                                                 ;Wood                                              ;N;1977/10/04 00:00:00.000;john5@adventure-works.com                         ;486-555-0150             ;M;Marketing                                         
276;Mary                                              ;A                                                 ;Dempsey                                           ;N;1977/08/29 00:00:00.000;mary2@adventure-works.com                         ;124-555-0114             ;F;Marketing                                         
277;Brian                                             ;S                                                 ;Welcker                                           ;N;1977/01/04 00:00:00.000;brian3@adventure-works.com                        ;716-555-0127             ;M;Sales                                             
278;Sheela                                            ;H                                                 ;Word                                              ;N;1977/09/10 00:00:00.000;sheela0@adventure-works.com                       ;210-555-0193             ;F;Purchasing                                        
279;Sheela                                            ;H                                                 ;Word                                              ;N;1977/09/10 00:00:00.000;sheela0@adventure-works.com                       ;210-555-0193             ;F;Purchasing                                        
280;Sheela                                            ;H                                                 ;Word                                              ;N;1977/09/10 00:00:00.000;sheela0@adventure-works.com                       ;210-555-0193             ;F;Purchasing                                        
281;Michael                                           ;G                                                 ;Blythe                                            ;N;1968/07/25 00:00:00.000;michael9@adventure-works.com                      ;257-555-0154             ;M;Sales                                             
282;Linda                                             ;C                                                 ;Mitchell                                          ;N;1979/09/27 00:00:00.000;linda3@adventure-works.com                        ;883-555-0116             ;F;Sales                                             
283;Jillian                                           ;                                                  ;Carson                                            ;N;1962/03/29 00:00:00.000;jillian0@adventure-works.com                      ;517-555-0117             ;F;Sales                                             
284;Garrett                                           ;R                                                 ;Vargas                                            ;N;1974/09/04 00:00:00.000;garrett1@adventure-works.com                      ;922-555-0165             ;M;Sales                                             
285;Tsvi                                              ;Michael                                           ;Reiter                                            ;N;1973/08/18 00:00:00.000;tsvi0@adventure-works.com                         ;664-555-0112             ;M;Sales                                             
286;Pamela                                            ;O                                                 ;Ansman-Wolfe                                      ;N;1974/07/06 00:00:00.000;pamela0@adventure-works.com                       ;340-555-0193             ;F;Sales                                             
287;Shu                                               ;K                                                 ;Ito                                               ;N;1943/10/08 00:00:00.000;shu0@adventure-works.com                          ;330-555-0120             ;M;Sales                                             
288;José                                              ;Edvaldo                                           ;Saraiva                                           ;N;1939/07/11 00:00:00.000;josé1@adventure-works.com                         ;185-555-0169             ;M;Sales                                             
289;David                                             ;R                                                 ;Campbell                                          ;N;1973/09/11 00:00:00.000;david8@adventure-works.com                        ;740-555-0182             ;M;Sales                                             
290;Amy                                               ;E                                                 ;Alberts                                           ;N;1957/04/20 00:00:00.000;amy0@adventure-works.com                          ;775-555-0164             ;F;Sales                                             
291;Jae                                               ;B                                                 ;Pak                                               ;N;1967/10/16 00:00:00.000;jae0@adventure-works.com                          ;1 (11) 500 555-0145      ;F;Sales                                             
292;Ranjit                                            ;R                                                 ;Varkey Chudukatil                                 ;N;1975/04/30 00:00:00.000;ranjit0@adventure-works.com                       ;1 (11) 500 555-0117      ;M;Sales                                             
293;Tete                                              ;A                                                 ;Mensa-Annan                                       ;N;1977/08/05 00:00:00.000;tete0@adventure-works.com                         ;615-555-0153             ;M;Sales                                             
294;Syed                                              ;E                                                 ;Abbas                                             ;N;1974/08/11 00:00:00.000;syed0@adventure-works.com                         ;926-555-0182             ;M;Sales                                             
295;Rachel                                            ;B                                                 ;Valdez                                            ;N;1975/02/06 00:00:00.000;rachel0@adventure-works.com                       ;1 (11) 500 555-0140      ;F;Sales                                             
296;Lynn                                              ;N                                                 ;Tsoflias                                          ;N;1970/10/16 00:00:00.000;lynn0@adventure-works.com                         ;1 (11) 500 555-0190      ;F;Sales                                             
